NM_000015	NAT2
NM_001040260	DCLK2
NM_145290	ADGRA3
NM_001258025,NM_152620	TRIM60
NM_004084	DEFA1
NM_001168235	FREM3
NM_172250	MMAA
NM_001330625,NM_145291	ZBTB49
NM_005217	DEFA3
NM_145715	TIGD2
NM_201431	RASSF6
NM_177532	RASSF6
NM_001270392	RASSF6
NM_001270391	RASSF6
NM_001277171	RBM46
NM_144979	RBM46
NM_001277173	RBM46
NM_001925	DEFA4
NM_001136257,NM_001136258,NM_152621	SGMS2
NM_001297598	MIER3
NM_001297599	MIER3
NM_152622	MIER3
NM_001145734	CDC20B
NM_152623	CDC20B
NM_001170402	CDC20B
NM_001131,NM_001205220	CRISP1
NM_170609	CRISP1
NM_021010	DEFA5
NM_001926	DEFA6
NM_001297745	PAPD4
NM_001114393,NM_001114394,NM_001349552,NM_001349553,NM_173797	PAPD4
NM_001349551	PAPD4
NM_001297744,NM_001349554	PAPD4
NM_001349549,NM_001349550	PAPD4
NM_001349548	PAPD4
NM_005218	DEFB1
NM_001242377	DCP2
NM_152624	DCP2
NM_004942	DEFB4A
NM_153361	NIM1K
NM_001927	DES
NM_153234	LIX1
NM_152625	ZNF366
NM_004401	DFFA
NM_213566	DFFA
NM_001170423,NM_153362	PRSS35
NM_001122769,NM_181714	LCA5
NM_001320136	DFFB
NM_001282669	DFFB
NM_004402	DFFB
NM_001320132	DFFB
NM_153235	TXLNB
NM_144980	C6orf118
NM_001287532	ZNF92
NM_152626	ZNF92
NM_007139	ZNF92
NM_001287533,NM_001287534	ZNF92
NM_153363	ZNF679
NM_001287598,NM_001287599,NM_001287601	THAP5
NM_182529	THAP5
NM_001130475	THAP5
NM_175884	CCDC71L
NM_138295	PKD1L1
NM_001329856	ZNF467
NM_207336	ZNF467
NM_133468	BMPER
NM_176814	ZNF800
NM_173538	CNBD1
NM_173851	SLC30A8
NM_001172811,NM_001172813,NM_001172814,NM_001172815	SLC30A8
NM_152888	COL22A1
NM_152628	SNX31
NM_001008495	TMEM64
NM_001146273	TMEM64
NM_001287399	ZNF596
NM_001042415,NM_001042416,NM_001287254,NM_001287255,NM_001287256,NM_173539	ZNF596
NM_194294	IDO2
NM_153710	STKLD1
NM_133497	KCNV2
NM_182487	OLFML2A
NM_001282715	OLFML2A
NM_153237	TMEM252
NM_181701	QSOX2
NM_152629	GLIS3
NM_001042413	GLIS3
NM_001101338	ZNF883
NM_003448	ZNF169
NM_001301275	ZNF169
NM_194320	ZNF169
NM_001170574,NM_152630	FAM46D
NM_152631	FAM47B
NM_001136233	SUPT20HL2
NM_001297563,NM_001297564	TCEANC
NM_152634	TCEANC
NM_001312891,NM_173798	ZCCHC12
NM_139058	ARX
NM_001164484	FAM170B
NM_001010863	C10orf128
NM_001288741	C10orf128
NM_001288742	C10orf128
NM_001288740	C10orf128
NM_001288743	C10orf128
NM_173540	FUT11
NM_001284194	FUT11
NM_152635	OIT3
NM_001009998	SSBP4
NM_032627	SSBP4
NM_130441	CLEC4C
NM_203503	CLEC4C
NM_130770	HTR3C
NM_130759	GIMAP1
NM_130772	S100Z
NM_203497	COMMD6
NM_203495	COMMD6
NM_001287392,NM_001287393,NM_001287394	COMMD6
NM_130776,NM_133179	XAGE3
NM_130775	XAGE5
NM_014068	PSORS1C1
NM_014069	PSORS1C2
NM_001304963,NM_153183	NUDT10
NM_139055	ADAMTS15
NM_139056	ADAMTS16
NM_139057	ADAMTS17
NM_199355	ADAMTS18
NM_001326358	ADAMTS18
NM_130902	COX7B2
NM_133267	GSX2
NM_133329	KCNG3
NM_172344	KCNG3
NM_001134870,NM_133471	PPP1R18
NM_001348156	ZNF525
NM_001348157	ZNF525
NM_001319127	ZNF431
NM_001319126	ZNF431
NM_133473	ZNF431
NM_001319124	ZNF431
NM_133474	ZNF721
NM_133475	ANKRD24
NM_001135734	ZNF384
NM_133476	ZNF384
NM_001039920	ZNF384
NM_133638	ADAMTS19
NM_001164603	ASXL1
NM_015338	ASXL1
NM_001128933	SYNPO2
NM_001286754	SYNPO2
NM_001128934	SYNPO2
NM_001286755	SYNPO2
NM_133477	SYNPO2
NM_133498	SPACA4
NM_133639	RHOV
NM_001276700	NLRP6
NM_138329	NLRP6
NM_138330	ZNF675
NM_206808	CLYBL
NM_001171186,NM_174951	FAM9A
NM_205849	FAM9B
NM_174901	FAM9C
NM_138288	SPTSSA
NM_001243168	PTCRA
NM_001243170	PTCRA
NM_138296	PTCRA
NM_001243169	PTCRA
NM_001018052	POLR3H
NM_001018050,NM_001282884,NM_001282885,NM_138338	POLR3H
NM_001308257	ABHD3
NM_001308256	ABHD3
NM_138340	ABHD3
NM_001318860,NM_001318861	DGUOK
NM_001318862,NM_001318863	DGUOK
NM_080916	DGUOK
NM_001318859	DGUOK
NM_080918	DGUOK
NM_001163817,NM_001360	DHCR7
NM_014762	DHCR24
NM_001290357	DHFR
NM_000791	DHFR
NM_001290354	DHFR
NM_001361	DHODH
NM_013406	DHPS
NM_001930	DHPS
NM_001206974	DHPS
NM_000398	CYB5R3
NM_001129819,NM_001171661,NM_007326	CYB5R3
NM_001171660	CYB5R3
NM_001286137	NQO1
NM_001025434	NQO1
NM_000903	NQO1
NM_001025433	NQO1
NM_005219	DIAPH1
NM_001079812	DIAPH1
NM_001314007	DIAPH1
NM_001133	AFM
NM_052838	SEPT1
NM_000793,NM_001324462,NM_013989	DIO2
NM_001242503	DIO2
NM_001007023,NM_001242502	DIO2
NM_001142463	DKC1
NM_001363	DKC1
NM_001288747	DKC1
NM_001931	DLAT
NM_001289751	DLD
NM_000108	DLD
NM_001289752	DLD
NM_001289750	DLD
NM_001204386	DLG1
NM_001204388	DLG1
NM_001204387	DLG1
NM_001098424,NM_001290983	DLG1
NM_004087	DLG1
NM_001134	AFP
NM_001351274	DLG2
NM_001351276	DLG2
NM_001142700	DLG2
NM_001206769	DLG2
NM_001142702	DLG2
NM_001351275	DLG2
NM_001364	DLG2
NM_001300983	DLG2
NM_001142699	DLG2
NM_021120	DLG3
NM_020730	DLG3
NM_001166278	DLG3
NM_001321074	DLG4
NM_001128827	DLG4
NM_001321075	DLG4
NM_001321076,NM_001321077	DLG4
NM_001365	DLG4
NM_001933	DLST
NM_001244883	DLST
NM_178120	DLX1
NM_001038493	DLX1
NM_004405	DLX2
NM_005220	DLX3
NM_001934	DLX4
NM_138281	DLX4
NM_005221	DLX5
NM_000027	AGA
NM_001171988	AGA
NM_005222	DLX6
NM_017579	DMBT1
NM_001320644	DMBT1
NM_007329	DMBT1
NM_004406	DMBT1
NM_004011	DMD
NM_004014	DMD
NM_004023	DMD
NM_004015	DMD
NM_004020	DMD
NM_004010	DMD
NM_004016	DMD
NM_004022	DMD
NM_004017	DMD
NM_004018	DMD
NM_000109	DMD
NM_004013	DMD
NM_004019	DMD
NM_004009	DMD
NM_004012	DMD
NM_004006	DMD
NM_004021	DMD
NM_004407	DMP1
NM_001079911	DMP1
NM_001135	ACAN
NM_013227	ACAN
NM_001081563	DMPK
NM_001288766	DMPK
NM_001081562	DMPK
NM_001081560	DMPK
NM_004409	DMPK
NM_001288764	DMPK
NM_001288765	DMPK
NM_021951	DMRT1
NM_004943	DMWD
NM_001080449	DNA2
NM_001369	DNAH5
NM_001370	DNAH6
NM_001206927	DNAH8
NM_001206932	AGER
NM_001206936	AGER
NM_001136	AGER
NM_001206929	AGER
NM_001206934	AGER
NM_172197	AGER
NM_001206940,NM_001206966	AGER
NM_001206954	AGER
NM_004662	DNAH9
NM_001372	DNAH9
NM_005223	DNASE1
NM_001009932,NM_001009933,NM_001009934,NM_001303620,NM_006730	DNASE1L1
NM_001301680,NM_001374	DNASE1L2
NM_001256560	DNASE1L3
NM_004944	DNASE1L3
NM_001375	DNASE2
NM_001376	DYNC1H1
NM_000028,NM_000642,NM_000643,NM_000644	AGL
NM_000646	AGL
NM_001318731	DNMT1
NM_001130823	DNMT1
NM_001379	DNMT1
NM_001318730	DNMT1
NM_001351222,NM_001351223	TRDMT1
NM_001321007	TRDMT1
NM_004412	TRDMT1
NM_001321006	TRDMT1
NM_001351221	TRDMT1
NM_001351220	TRDMT1
NM_001351219	TRDMT1
NM_001017520	DNTT
NM_004088	DNTT
NM_001290223	DOCK1
NM_001380	DOCK1
NM_004946	DOCK2
NM_004947	DOCK3
NM_001381	DOK1
NM_001318868	DOK1
NM_001197260,NM_001318866	DOK1
NM_001318867	DOK1
NM_001318869	DOK1
NM_005510	DXO
NM_001382	DPAGT1
NM_001383	DPH1
NM_001346574	DPH1
NM_001346576	DPH1
NM_001346575	DPH1
NM_001319169	DPH2
NM_001319171	DPH2
NM_001319165,NM_001319168	DPH2
NM_001319166	DPH2
NM_001384	DPH2
NM_001319167,NM_001319170	DPH2
NM_001039589	DPH2
NM_001935	DPP4
NM_001290253	DPP6
NM_001039350,NM_001290252,NM_001936,NM_130797	DPP6
NM_001160301	DPYD
NM_000110	DPYD
NM_001385	DPYS
NM_001244604	DPYSL2
NM_001386	DPYSL2
NM_001197293	DPYSL2
NM_001387	DPYSL3
NM_001197294	DPYSL3
NM_001138	AGRP
NM_000111	SLC26A3
NM_000794	DRD1
NM_016574	DRD2
NM_000795	DRD2
NM_033663	DRD3
NM_000796,NM_001282563,NM_001290809	DRD3
NM_000797	DRD4
NM_000798	DRD5
NM_001330144	DRG2
NM_001388	DRG2
NM_000214	JAG1
NM_005224	ARID3A
NM_001171184	DRP2
NM_001939	DRP2
NM_001007026,NM_001940	ATN1
NM_004948	DSC1
NM_024421	DSC1
NM_004949	DSC2
NM_024422	DSC2
NM_024423	DSC3
NM_001941	DSC3
NM_001271534	DSCAM
NM_001389	DSCAM
NM_001285389	RCAN1
NM_001331016	RCAN1
NM_001285392,NM_001285393,NM_203417	RCAN1
NM_001285391	RCAN1
NM_004414	RCAN1
NM_203418	RCAN1
NM_001942	DSG1
NM_001943	DSG2
NM_000029	AGT
NM_001944	DSG3
NM_001015881	TSC22D3
NM_001318468,NM_001318470,NM_198057	TSC22D3
NM_004089	TSC22D3
NM_001319034	DSP
NM_004415	DSP
NM_001008844	DSP
NM_004950	EPYC
NM_014208	DSPP
NM_000112	SLC26A2
NM_001198939	DTNA
NM_001198940	DTNA
NM_032978	DTNA
NM_001198944	DTNA
NM_001391	DTNA
NM_001198938	DTNA
NM_001198941	DTNA
NM_032981	DTNA
NM_032979	DTNA
NM_032975	DTNA
NM_001198943	DTNA
NM_001390	DTNA
NM_001392	DTNA
NM_032980	DTNA
NM_001128175	DTNA
NM_001198942	DTNA
NM_001198945	DTNA
NM_001320934	DTNB
NM_001256303	DTNB
NM_001351381	DTNB
NM_183360	DTNB
NM_033148	DTNB
NM_001351393	DTNB
NM_001256308	DTNB
NM_001351384	DTNB
NM_001320936	DTNB
NM_001351382	DTNB
NM_001351395	DTNB
NM_001351386	DTNB
NM_001320935	DTNB
NM_001256304	DTNB
NM_001351387	DTNB
NM_001351392	DTNB
NM_033147	DTNB
NM_001351391	DTNB
NM_183361	DTNB
NM_001351388	DTNB
NM_001320937	DTNB
NM_001351390	DTNB
NM_001320933	DTNB
NM_001320932	DTNB
NM_021907	DTNB
NM_001351389	DTNB
NM_001351383	DTNB
NM_001351385	DTNB
NM_001351394	DTNB
NM_001945	HBEGF
NM_001165031	DTYMK
NM_012145	DTYMK
NM_001320905	DTYMK
NM_001320904	DTYMK
NM_001320902	DTYMK
NM_001320903	DTYMK
NM_001197295	ECM2
NM_001393	ECM2
NM_001197296	ECM2
NM_004417	DUSP1
NM_004418	DUSP2
NM_004090	DUSP3
NM_001394	DUSP4
NM_057158	DUSP4
NM_004419	DUSP5
NM_001946	DUSP6
NM_022652	DUSP6
NM_001947	DUSP7
NM_032049	AGTR1
NM_004835,NM_031850	AGTR1
NM_000685,NM_009585	AGTR1
NM_004420	DUSP8
NM_001318503,NM_001395	DUSP9
NM_001330286	DUT
NM_001025249	DUT
NM_001025248	DUT
NM_001948	DUT
NM_001330311	DVL1
NM_004421	DVL1
NM_004422	DVL2
NM_004423	DVL3
NM_001396	DYRK1A
NM_001347721,NM_001347722,NM_130436	DYRK1A
NM_001347723	DYRK1A
NM_130438	DYRK1A
NM_101395	DYRK1A
NM_000686	AGTR2
NM_000113	TOR1A
NM_005225	E2F1
NM_004091	E2F2
NM_001949	E2F3
NM_001243076	E2F3
NM_001950	E2F4
NM_001083589	E2F5
NM_001951	E2F5
NM_001083588	E2F5
NM_001278275	E2F6
NM_212540	E2F6
NM_001278276,NM_001278277,NM_001278278	E2F6
NM_198256	E2F6
NM_004424	E4F1
NM_001288778	E4F1
NM_001288776	E4F1
NM_004951	GPR183
NM_001257989	TYMP
NM_001113755,NM_001113756,NM_001257988,NM_001953	TYMP
NM_001202858	ECM1
NM_004425	ECM1
NM_022664	ECM1
NM_001258316,NM_018098	ECT2
NM_001349101	ECT2
NM_001258315,NM_001349098,NM_001349099,NM_001349100	ECT2
NM_001349103,NM_001349104	ECT2
NM_001349097	ECT2
NM_001349102	ECT2
NM_001349094,NM_001349095,NM_001349096	ECT2
NM_001399	EDA
NM_001005610	EDA
NM_001005613	EDA
NM_001005609	EDA
NM_001005612	EDA
NM_005502	ABCA1
NM_000475	NR0B1
NM_001351397,NM_001351398,NM_001351399,NM_001351400,NM_001351401,NM_001351402,NM_001351403,NM_001351404,NM_001351405,NM_001351406,NM_001351407,NM_001351408,NM_001351409,NM_001351410,NM_001351411,NM_001351412,NM_001351413,NM_001351414,NM_001351415,NM_001351416,NM_001351417,NM_001351418,NM_001351419,NM_001351420,NM_001401,NM_057159	LPAR1
NM_001168319	EDN1
NM_001955	EDN1
NM_001302269	EDN2
NM_001956	EDN2
NM_207034	EDN3
NM_207032	EDN3
NM_001302455	EDN3
NM_207033	EDN3
NM_001302456	EDN3
NM_001161766,NM_001322084,NM_001322085	AHCY
NM_001322086	AHCY
NM_000687	AHCY
NM_001402	EEF1A1
NM_001958	EEF1A2
NM_138575	PGAM5
NM_001170543	PGAM5
NM_001170544	PGAM5
NM_138820	HIGD2A
NM_019016	KRT24
NM_001037160	CYS1
NM_024852	AGO3
NM_177422	AGO3
NM_017629	AGO4
NM_001178111,NM_001178112,NM_138967	SCAMP5
NM_001037663,NM_001959,NM_021121	EEF1B2
NM_001130056,NM_001317743,NM_001330646	EEF1D
NM_001130053,NM_032378	EEF1D
NM_001130055,NM_001130057,NM_001289950,NM_001960	EEF1D
NM_001195203	EEF1D
NM_001404	EEF1G
NM_001961	EEF2
NM_182685	EFNA1
NM_004428	EFNA1
NM_001405	EFNA2
NM_004952	EFNA3
NM_182689	EFNA4
NM_182690	EFNA4
NM_005227	EFNA4
NM_001962	EFNA5
NM_004429	EFNB1
NM_004093	EFNB2
NM_001406	EFNB3
NM_001178130	EGF
NM_001178131	EGF
NM_001963	EGF
NM_001407	CELSR3
NM_001408	CELSR2
NM_001409	MEGF6
NM_001410	MEGF8
NM_001271938	MEGF8
NM_001080497	MEGF9
NM_001346897	EGFR
NM_001346898	EGFR
NM_001346900	EGFR
NM_201284	EGFR
NM_001346941	EGFR
NM_001346899	EGFR
NM_201282	EGFR
NM_201283	EGFR
NM_005228	EGFR
NM_001964	EGR1
NM_153695	ZNF367
NM_001136179,NM_001321037	EGR2
NM_000399,NM_001136177,NM_001136178	EGR2
NM_001278688	ANTXRL
NM_001621	AHR
NM_001199881	EGR3
NM_001199880	EGR3
NM_004430	EGR3
NM_001318168	PLPP4
NM_001030059	PLPP4
NM_001318166	PLPP4
NM_001318167	PLPP4
NM_001318169	PLPP4
NM_001113528	METTL15
NM_001297775	METTL15
NM_152636	METTL15
NM_001965	EGR4
NM_001286152	MPZL3
NM_198275	MPZL3
NM_001005181	OR56B4
NM_145058	RILPL2
NM_207437	DNAH10
NM_001113402	AMN1
NM_001278411,NM_001278412	AMN1
NM_001101339	C12orf77
NM_144982	ZFC3H1
NM_182530	MYRFL
NM_001159727	PLBD2
NM_173542	PLBD2
NM_153364	FAM71C
NM_152638	CCER1
NM_001289029	EEF2KMT
NM_201400	EEF2KMT
NM_201598	EEF2KMT
NM_004094	EIF2S1
NM_152640	DCP1B
NM_001319292	DCP1B
NM_001142678	ANO6
NM_001204803	ANO6
NM_001142679	ANO6
NM_001025356	ANO6
NM_001347839	ARID2
NM_152641	ARID2
NM_001414	EIF2B1
NM_001031746	VSTM4
NM_144984	VSTM4
NM_207128	PAOX
NM_152911	PAOX
NM_207127	PAOX
NM_001204364,NM_152644	FAM24B
NM_001415	EIF2S3
NM_001198568,NM_001198592,NM_139247	ADCY4
NM_004431	EPHA2
NM_001329090	EPHA2
NM_152647	FAM227B
NM_001330293	FAM227B
NM_001102658	CT62
NM_001012642	GRAMD2A
NM_001622	AHSG
NM_001278562	LCTL
NM_207338	LCTL
NM_174916	UBR1
NM_194436	LDHD
NM_153486	LDHD
NM_145059	FUK
NM_152649	MLKL
NM_001142497	MLKL
NM_182531	ZNF778
NM_001201407	ZNF778
NM_001284316	ACSF3
NM_001127214,NM_001243279,NM_174917	ACSF3
NM_145294	WDR90
NM_001257370	EME2
NM_178844	NLRC3
NM_145080	NSMCE1
NM_001214906,NM_001214909,NM_152652	ZNF48
NM_001214907,NM_001324494	ZNF48
NM_001417	EIF4B
NM_001300821	EIF4B
NM_001330654	EIF4B
NM_004095	EIF4EBP1
NM_004096	EIF4EBP2
NM_198242	EIF4G1
NM_198241	EIF4G1
NM_182917	EIF4G1
NM_004953	EIF4G1
NM_001194946,NM_001194947	EIF4G1
NM_001291157	EIF4G1
NM_198244	EIF4G1
NM_001172705,NM_001418	EIF4G2
NM_001042559	EIF4G2
NM_001007125	LKAAEAR1
NM_001318970,NM_032955	AIF1
NM_001623	AIF1
NM_173543	DZIP1L
NM_001170538	DZIP1L
NM_001105513	TTC21A
NM_145755	TTC21A
NM_001290083	ZNF627
NM_145295	ZNF627
NM_001290084,NM_001290085	ZNF627
NM_152654	DAND5
NM_172373	ELF1
NM_001145353	ELF1
NM_001288800	ZNF585A
NM_152655,NM_199126	ZNF585A
NM_139176	NLRP7
NM_001127255	NLRP7
NM_206828	NLRP7
NM_152657	GGN
NM_145296	CADM4
NM_152658	THAP8
NM_001331103,NM_001331104	THAP8
NM_001331102	THAP8
NM_144987	U2AF1L4
NM_001040425	U2AF1L4
NM_145297	ZNF626
NM_001076675	ZNF626
NM_001321826	FAM129C
NM_001321827	FAM129C
NM_001098524	FAM129C
NM_173544	FAM129C
NM_001321828	FAM129C
NM_001331036	ELF2
NM_006874	ELF2
NM_001276458	ELF2
NM_001276457	ELF2
NM_001276459	ELF2
NM_201999	ELF2
NM_001101340	ADM5
NM_178356	LCE4A
NM_001305242	ALG14
NM_144988	ALG14
NM_152660	FAM76A
NM_001143915	FAM76A
NM_001143912	FAM76A
NM_001143914	FAM76A
NM_001143913	FAM76A
NM_001114309,NM_004433	ELF3
NM_001004303	FYB2
NM_001010866	TMEM201
NM_001130924	TMEM201
NM_182532	TMEM61
NM_001256945	FAAP20
NM_001282673	FAAP20
NM_182533	FAAP20
NM_001282671,NM_001282672	FAAP20
NM_001146310	FAAP20
NM_001256947	FAAP20
NM_001282670	FAAP20
NM_001256946	FAAP20
NM_001347425	A2M
NM_000014,NM_001347423	A2M
NM_001347424	A2M
NM_001606	ABCA2
NM_212533	ABCA2
NM_001127197,NM_001421	ELF4
NM_201546	CDCP2
NM_001135181	SLC5A9
NM_001011547	SLC5A9
NM_032449	CC2D1B
NM_001330585	CC2D1B
NM_001101663	NBPF11
NM_183372	NBPF11
NM_001012758	NUDT17
NM_175852	TXLNA
NM_001243080	ELF5
NM_001422	ELF5
NM_198381	ELF5
NM_001243081	ELF5
NM_152665	TCTEX1D1
NM_152666	PLD5
NM_001195811	PLD5
NM_001320272	PLD5
NM_001195812	PLD5
NM_001276348	C1orf100
NM_001012970	C1orf100
NM_001276349	C1orf100
NM_206996	SPAG17
NM_001300859	SLFNL1
NM_001168247,NM_144990	SLFNL1
NM_173852	KRTCAP2
NM_181715	CRTC2
NM_001257168	ELK1
NM_001114123,NM_005229	ELK1
NM_001012971	FAM209A
NM_001017981	RNF215
NM_001270406	APOBEC3A
NM_145699	APOBEC3A
NM_145298	APOBEC3F
NM_001006666	APOBEC3F
NM_001271049	CFAP221
NM_005230	ELK3
NM_001303511	ELK3
NM_001345864	VWA3B
NM_144992	VWA3B
NM_153836	CREG2
NM_001287491	TET3
NM_001973	ELK4
NM_021795	ELK4
NM_182536	GKN2
NM_152670	TEX37
NM_144994	ANKRD23
NM_173545	APLF
NM_001178000	PIKFYVE
NM_015040	PIKFYVE
NM_152671	PIKFYVE
NM_001278914	ELN
NM_000501	ELN
NM_001278916	ELN
NM_001278918	ELN
NM_001081753	ELN
NM_001278917	ELN
NM_001278915	ELN
NM_001081754	ELN
NM_001278939	ELN
NM_001278913	ELN
NM_001081755	ELN
NM_001278912	ELN
NM_001081752	ELN
NM_001168364,NM_001321325,NM_173853	KRTCAP3
NM_001102659	FAM237A
NM_198276	TMEM17
NM_181784	SPRED2
NM_001128210	SPRED2
NM_145702	TIGD1
NM_001351533	C3orf67
NM_001351531	C3orf67
NM_001351532	C3orf67
NM_198463	C3orf67
NM_001351534	C3orf67
NM_001351530	C3orf67
NM_001128214,NM_153331	KCTD6
NM_139248	LIPH
NM_144996	ARL13B
NM_001174151	ARL13B
NM_001321328	ARL13B
NM_001174150,NM_182896	ARL13B
NM_001195643,NM_176815	DHFR2
NM_001008707	EML1
NM_004434	EML1
NM_001145143	HTR3D
NM_001163646	HTR3D
NM_182537	HTR3D
NM_001099645	RPL22L1
NM_001320451	RPL22L1
NM_152672	SLC51A
NM_001105573	FBXO45
NM_001105580	GABRR3
NM_000117	EMD
NM_001163297	MARK2
NM_004954	MARK2
NM_017490	MARK2
NM_001039469	MARK2
NM_001163296	MARK2
NM_001302891	CEP112
NM_001199165	CEP112
NM_001037325	CEP112
NM_001105571	DHRS7C
NM_001220493	DHRS7C
NM_001135036	TVP23C
NM_145301	TVP23C
NM_181716	CENPV
NM_144997	FLCN
NM_144606	FLCN
NM_178836	PLD6
NM_001242704	ZNF385C
NM_174920	SAMD14
NM_001257359	SAMD14
NM_001423	EMP1
NM_001076680	LYRM9
NM_201566	SLC16A13
NM_175734	C17orf74
NM_144998	CENPX
NM_001330536	CENPX
NM_001271006	CENPX
NM_001271007	CENPX
NM_173547	TRIM65
NM_001256124	TRIM65
NM_001163121	RDM1
NM_001034836	RDM1
NM_001163122	RDM1
NM_001330194	RDM1
NM_001163124	RDM1
NM_001163125	RDM1
NM_145654	RDM1
NM_001163130	RDM1
NM_001163120	RDM1
NM_001424	EMP2
NM_001313905,NM_001425	EMP3
NM_152676	FBXO15
NM_001142958	FBXO15
NM_001025300	RAB12
NM_001256253	ADGRE1
NM_001256255	ADGRE1
NM_001256252	ADGRE1
NM_001256254	ADGRE1
NM_001974	ADGRE1
NM_152677	ZSCAN4
NM_198402	HACD2
NM_001329784	HACD2
NM_001329783	HACD2
NM_001329786,NM_001329787	HACD2
NM_178862	STT3B
NM_004097	EMX1
NM_001291661	DNAH12
NM_198564	DNAH12
NM_177966	PDE12
NM_001322177	PDE12
NM_001322176	PDE12
NM_173799	TIGIT
NM_005231	CTTN
NM_001184740	CTTN
NM_138565	CTTN
NM_001008393	C4orf46
NM_152679	SLC10A4
NM_145720	TIGD4
NM_152680	TMEM154
NM_001165924	EMX2
NM_004098	EMX2
NM_001317896,NM_001317897,NM_174921	SMIM14
NM_001426	EN1
NM_001100389	TMEM192
NM_152682	RWDD4
NM_001307922	RWDD4
NM_001345895,NM_152683	PRIMPOL
NM_001345894	PRIMPOL
NM_001345898	PRIMPOL
NM_001345897,NM_001345901	PRIMPOL
NM_001345900	PRIMPOL
NM_001345899	PRIMPOL
NM_001345892,NM_001345893	PRIMPOL
NM_001300768,NM_001345896	PRIMPOL
NM_001345891	PRIMPOL
NM_001300767	PRIMPOL
NM_001624	CRYBG1
NM_001427	EN2
NM_153365	TAPT1
NM_001265615	FAM153B
NM_001323279	RANBP3L
NM_001323274	RANBP3L
NM_001323278	RANBP3L
NM_001161429	RANBP3L
NM_001323280	RANBP3L
NM_001323275	RANBP3L
NM_001323273	RANBP3L
NM_001323276	RANBP3L
NM_145000	RANBP3L
NM_001323277	RANBP3L
NM_000118	ENG
NM_001114753	ENG
NM_001278138	ENG
NM_176816	CCDC125
NM_001297697	CCDC125
NM_001297696	CCDC125
NM_001304428,NM_001304429,NM_001304431,NM_152687	GAPT
NM_153610	CMYA5
NM_001287740	STK32A
NM_145001	STK32A
NM_001112724	STK32A
NM_182539	TCTE1
NM_001199119	TRIM39-RPP21
NM_145304	C7orf33
NM_207168	ENSA
NM_207043	ENSA
NM_207044	ENSA
NM_207047	ENSA
NM_004436	ENSA
NM_207045	ENSA
NM_207046	ENSA
NM_207042	ENSA
NM_001097620	TMEM184A
NM_000476,NM_001318121	AK1
NM_001318122	AK1
NM_001304463	SLC29A1
NM_001304462	SLC29A1
NM_001078175,NM_001078177	SLC29A1
NM_001304465	SLC29A1
NM_001304466	SLC29A1
NM_174922	ADCK5
NM_001136108	R3HCC1
NM_001301650	R3HCC1
NM_001040032	C8orf74
NM_153692	HTRA4
NM_139278	LGI3
NM_001330760	TMEM268
NM_153045	TMEM268
NM_001184945	FAM219A
NM_001184941	FAM219A
NM_001184943	FAM219A
NM_147202	FAM219A
NM_001184940	FAM219A
NM_001184942	FAM219A
NM_001195200	CCDC107
NM_001195217	CCDC107
NM_174923	CCDC107
NM_001195201	CCDC107
NM_173551	ANKS6
NM_001429	EP300
NM_001287005	SUSD3
NM_001287006	SUSD3
NM_145006	SUSD3
NM_001287008	SUSD3
NM_001287007	SUSD3
NM_001430	EPAS1
NM_001017978	CT83
NM_145305	SLC25A43
NM_152694	RTL3
NM_198465	NRK
NM_152695	ZNF449
NM_001017980	VMA21
NM_182541	TMEM31
NM_207339	PAGE2
NM_001114134	EPB42
NM_000119	EPB42
NM_001142649	ANO5
NM_213599	ANO5
NM_001114139,NM_001323387	DMTN
NM_001323389,NM_001323390	DMTN
NM_001323398,NM_001323399,NM_001323400,NM_001323401	DMTN
NM_001114137,NM_001114138,NM_001302816,NM_001323383,NM_001323384,NM_001323385	DMTN
NM_001114135,NM_001114136,NM_001323378,NM_001323379,NM_001323380,NM_001323381,NM_001323382,NM_001978	DMTN
NM_001323391,NM_001323392,NM_001323393,NM_001323394,NM_001323395,NM_001323396,NM_001323397	DMTN
NM_001302817,NM_001323388	DMTN
NM_001319143	AK2
NM_013411	AK2
NM_001319140	AK2
NM_001319139	AK2
NM_001625	AK2
NM_001319141	AK2
NM_001199199	AK2
NM_001319142	AK2
NM_005232	EPHA1
NM_005233	EPHA3
NM_182644	EPHA3
NM_001290342,NM_001290343,NM_178842	CERS3
NM_001290341	CERS3
NM_001304537	EPHA4
NM_001304536,NM_004438	EPHA4
NM_001281765	EPHA5
NM_182472	EPHA5
NM_004439	EPHA5
NM_001318761	EPHA5
NM_001281766	EPHA5
NM_001281767	EPHA5
NM_004440	EPHA7
NM_001288630	EPHA7
NM_001288629	EPHA7
NM_020526	EPHA8
NM_001006943	EPHA8
NM_004441	EPHB1
NM_004442	EPHB2
NM_001309192	EPHB2
NM_017449	EPHB2
NM_001309193	EPHB2
NM_145007	NLRP11
NM_001297743	NLRP11
NM_181358	HIPK1
NM_152696	HIPK1
NM_198269	HIPK1
NM_198268	HIPK1
NM_004443	EPHB3
NM_001005353,NM_013410,NM_203464	AK4
NM_001330616	AK4
NM_004444	EPHB4
NM_004445	EPHB6
NM_001280794,NM_001280795	EPHB6
NM_001105193,NM_001105194,NM_001105195,NM_152698	AMER3
NM_153689	C2orf69
NM_001351052	STX2
NM_001351049	STX2
NM_001980	STX2
NM_001351050	STX2
NM_194356	STX2
NM_001351051	STX2
